	AccSpeciesName	ObservationID	TraitID	TraitName	DataName	StdValue	UnitName
112294	Achillea millefolium	6359396	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	26.16981132	mm2 mg-1
112295	Achillea millefolium	6359397	42	Plant growth form	Plant growth form	perennial forb	
112304	Achillea millefolium	6359397	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	28.10416667	mm2 mg-1
112305	Achillea millefolium	6359398	42	Plant growth form	Plant growth form	perennial forb	
112315	Achillea millefolium	6359399	42	Plant growth form	Plant growth form	perennial forb	
112324	Achillea millefolium	6359399	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	31.25925926	mm2 mg-1
112325	Achillea millefolium	6359400	42	Plant growth form	Plant growth form	perennial forb	
112335	Achillea millefolium	6359401	42	Plant growth form	Plant growth form	perennial forb	
112344	Achillea millefolium	6359401	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	36.0	mm2 mg-1
112345	Achillea millefolium	6359402	42	Plant growth form	Plant growth form	perennial forb	
112354	Achillea millefolium	6359402	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	39.21621622	mm2 mg-1
112355	Achillea millefolium	6359403	42	Plant growth form	Plant growth form	perennial forb	
112364	Achillea millefolium	6359403	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	27.44615385	mm2 mg-1
112365	Achillea millefolium	6359404	42	Plant growth form	Plant growth form	perennial forb	
112375	Achillea millefolium	6359405	42	Plant growth form	Plant growth form	perennial forb	
112382	Achillea millefolium	6359405	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	8.4	mg
112385	Achillea millefolium	6359406	42	Plant growth form	Plant growth form	perennial forb	
112394	Achillea millefolium	6359406	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	19.88095238	mm2 mg-1
112395	Achillea millefolium	6359407	42	Plant growth form	Plant growth form	perennial forb	
112405	Achillea millefolium	6359408	42	Plant growth form	Plant growth form	perennial forb	
112414	Achillea millefolium	6359408	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	28.0	mm2 mg-1
112415	Achillea millefolium	6359409	42	Plant growth form	Plant growth form	perennial forb	
112425	Achillea millefolium	6359410	42	Plant growth form	Plant growth form	perennial forb	
112434	Achillea millefolium	6359410	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	25.84482759	mm2 mg-1
112435	Achillea millefolium	6359411	42	Plant growth form	Plant growth form	perennial forb	
