filename,url,license_code,observation_id,quality_grade,latitude,longitude,label
lythrum_maritimum_001.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/521086018/medium.jpg,cc-by-nc,289704050,needs_id,20.7684952649,-156.2367444333,native
lythrum_maritimum_002.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/521086005/medium.jpg,cc-by-nc,289704050,needs_id,20.7684952649,-156.2367444333,native
lythrum_maritimum_003.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/521086027/medium.jpg,cc-by-nc,289704050,needs_id,20.7684952649,-156.2367444333,native
lythrum_maritimum_004.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/519455274/medium.jpg,cc-by-nc,288833125,needs_id,19.7059250325,-155.9007425773,native
lythrum_maritimum_005.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/496159887/medium.jpeg,cc-by-nc,276262462,research,20.7676458,-156.2362436997,native
lythrum_maritimum_008.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/489084614/medium.jpg,cc-by-nc,271875484,research,20.76805,-156.2361,native
lythrum_maritimum_009.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/489084601/medium.jpg,cc-by-nc,271875484,research,20.76805,-156.2361,native
lythrum_maritimum_010.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/489084604/medium.jpg,cc-by-nc,271875484,research,20.76805,-156.2361,native
lythrum_maritimum_011.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/487721657/medium.jpeg,cc-by-nc,271154706,needs_id,20.7680166667,-156.2362805556,native
lythrum_maritimum_012.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/486623057/medium.jpeg,cc-by-nc,270576411,needs_id,22.1509254997,-159.6417701,native
lythrum_maritimum_013.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/484354524/medium.jpeg,cc0,269392026,needs_id,19.4130555556,-155.2407083333,native
lythrum_maritimum_014.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/484354517/medium.jpeg,cc0,269392026,needs_id,19.4130555556,-155.2407083333,native
lythrum_maritimum_015.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/484354523/medium.jpeg,cc0,269392026,needs_id,19.4130555556,-155.2407083333,native
lythrum_maritimum_016.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/479103314/medium.jpg,cc-by,266646349,needs_id,20.8154656741,-156.5496811769,native
