filename,url,license_code,observation_id,quality_grade,latitude,longitude,label
lythrum_thymifolia_001.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/519469615/medium.jpg,cc-by-nc,288841015,needs_id,42.68421,2.5322483333,Non Invasive
lythrum_thymifolia_002.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/519469665/medium.jpg,cc-by-nc,288841015,needs_id,42.68421,2.5322483333,Non Invasive
lythrum_thymifolia_003.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/485965647/medium.jpeg,cc-by-nc,270239009,research,44.5329626502,33.71037373,Non Invasive
lythrum_thymifolia_004.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/485955950/medium.jpeg,cc-by-nc,270232307,research,44.53793541,33.74942105,Non Invasive
lythrum_thymifolia_005.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/485956029/medium.jpeg,cc-by-nc,270232307,research,44.53793541,33.74942105,Non Invasive
lythrum_thymifolia_006.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/485899801/medium.jpeg,cc-by-nc,270204071,research,44.44433953,33.7269022401,Non Invasive
lythrum_thymifolia_007.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/485899812/medium.jpeg,cc-by-nc,270204071,research,44.44433953,33.7269022401,Non Invasive
lythrum_thymifolia_008.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/485342109/medium.jpeg,cc-by-nc,269903277,research,44.48343294,33.6943916299,Non Invasive
lythrum_thymifolia_009.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/485336828/medium.jpeg,cc-by-nc,269901525,needs_id,44.49168983,33.8878215,Non Invasive
lythrum_thymifolia_010.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/485336845/medium.jpeg,cc-by-nc,269901525,needs_id,44.49168983,33.8878215,Non Invasive
lythrum_thymifolia_011.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/484886139/medium.jpeg,cc-by-nc,269668956,research,44.53868788,33.83474599,Non Invasive
lythrum_thymifolia_012.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/465001357/medium.jpeg,cc-by-nc,259085798,research,43.3586675261,3.348664829,Non Invasive
lythrum_thymifolia_013.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/458014193/medium.jpg,cc-by-nc,255567040,research,43.3647917473,6.4463393102,Non Invasive
lythrum_thymifolia_014.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/420656315/medium.jpeg,cc-by-nc,236446448,research,40.2618715959,-3.8002580032,Non Invasive
lythrum_thymifolia_015.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/420656336/medium.jpeg,cc-by-nc,236446448,research,40.2618715959,-3.8002580032,Non Invasive
lythrum_thymifolia_016.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/420656358/medium.jpeg,cc-by-nc,236446448,research,40.2618715959,-3.8002580032,Non Invasive
lythrum_thymifolia_017.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/420656378/medium.jpeg,cc-by-nc,236446448,research,40.2618715959,-3.8002580032,Non Invasive
lythrum_thymifolia_018.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/420424139/medium.jpeg,cc-by-nc,236327068,research,40.2462532984,-3.7993064895,Non Invasive
lythrum_thymifolia_019.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/420424188/medium.jpeg,cc-by-nc,236327068,research,40.2462532984,-3.7993064895,Non Invasive
lythrum_thymifolia_020.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/420424240/medium.jpeg,cc-by-nc,236327068,research,40.2462532984,-3.7993064895,Non Invasive
lythrum_thymifolia_021.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/420419697/medium.jpeg,cc-by-nc,236324622,research,40.2490492892,-3.8005791977,Non Invasive
lythrum_thymifolia_022.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/420419743/medium.jpeg,cc-by-nc,236324622,research,40.2490492892,-3.8005791977,Non Invasive
lythrum_thymifolia_023.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/413982501/medium.jpeg,cc-by-nc,232977065,research,40.2103455468,-3.7802255899,Non Invasive
lythrum_thymifolia_024.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/413982534/medium.jpeg,cc-by-nc,232977065,research,40.2103455468,-3.7802255899,Non Invasive
lythrum_thymifolia_025.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/408269680/medium.jpeg,cc-by-nc,229968030,research,40.2543428279,-3.7663350999,Non Invasive
lythrum_thymifolia_026.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/403619407/medium.jpeg,cc-by-nc,227511793,research,40.2547212693,-3.7987408787,Non Invasive
lythrum_thymifolia_027.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/403619486/medium.jpeg,cc-by-nc,227511793,research,40.2547212693,-3.7987408787,Non Invasive
lythrum_thymifolia_028.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/403619551/medium.jpeg,cc-by-nc,227511793,research,40.2547212693,-3.7987408787,Non Invasive
lythrum_thymifolia_029.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/403606832/medium.jpeg,cc-by-nc,227504928,research,40.2418889062,-3.7937724218,Non Invasive
lythrum_thymifolia_030.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/403606890/medium.jpeg,cc-by-nc,227504928,research,40.2418889062,-3.7937724218,Non Invasive
lythrum_thymifolia_031.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/403606942/medium.jpeg,cc-by-nc,227504928,research,40.2418889062,-3.7937724218,Non Invasive
lythrum_thymifolia_032.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/403607002/medium.jpeg,cc-by-nc,227504928,research,40.2418889062,-3.7937724218,Non Invasive
lythrum_thymifolia_033.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/403607057/medium.jpeg,cc-by-nc,227504928,research,40.2418889062,-3.7937724218,Non Invasive
lythrum_thymifolia_034.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/403607110/medium.jpeg,cc-by-nc,227504928,research,40.2418889062,-3.7937724218,Non Invasive
lythrum_thymifolia_035.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/402016076/medium.jpeg,cc-by-nc,226662205,research,45.0800822601,3.8878267109,Non Invasive
lythrum_thymifolia_036.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/399773264/medium.jpg,cc-by-nc,225478086,research,40.8305161997,-3.3641713,Non Invasive
lythrum_thymifolia_037.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/395738699/medium.jpg,cc-by-nc,223352967,research,42.4749181901,-6.0662391996,Non Invasive
lythrum_thymifolia_038.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/395738688/medium.jpg,cc-by-nc,223352963,research,42.4749181901,-6.0662391996,Non Invasive
lythrum_thymifolia_039.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/395738663/medium.jpg,cc-by-nc,223352955,research,42.4770750654,-6.0736953619,Non Invasive
lythrum_thymifolia_040.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/395738647/medium.jpg,cc-by-nc,223352952,research,42.4770750654,-6.0736953619,Non Invasive
lythrum_thymifolia_041.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/395404064/medium.jpeg,cc-by-nc,223175506,research,40.205868,-3.783164,Non Invasive
lythrum_thymifolia_042.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/395404126/medium.jpeg,cc-by-nc,223175506,research,40.205868,-3.783164,Non Invasive
lythrum_thymifolia_043.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/395404216/medium.jpeg,cc-by-nc,223175506,research,40.205868,-3.783164,Non Invasive
lythrum_thymifolia_044.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/395404283/medium.jpeg,cc-by-nc,223175506,research,40.205868,-3.783164,Non Invasive
lythrum_thymifolia_045.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/395404337/medium.jpeg,cc-by-nc,223175506,research,40.205868,-3.783164,Non Invasive
lythrum_thymifolia_046.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/395403103/medium.jpeg,cc-by-nc,223174877,research,40.254226,-3.766799,Non Invasive
lythrum_thymifolia_047.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/395403187/medium.jpeg,cc-by-nc,223174877,research,40.254226,-3.766799,Non Invasive
lythrum_thymifolia_048.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/395403259/medium.jpeg,cc-by-nc,223174877,research,40.254226,-3.766799,Non Invasive
lythrum_thymifolia_049.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/394589988/medium.jpeg,cc-by-nc,222743272,research,43.7542328579,15.7619184259,Non Invasive
lythrum_thymifolia_050.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/394589985/medium.jpeg,cc-by-nc,222743272,research,43.7542328579,15.7619184259,Non Invasive
lythrum_thymifolia_051.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/391234008/medium.jpeg,cc-by-nc,220946901,research,40.2420754748,-3.7806010991,Non Invasive
lythrum_thymifolia_052.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/391234050/medium.jpeg,cc-by-nc,220946901,research,40.2420754748,-3.7806010991,Non Invasive
lythrum_thymifolia_053.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/383530649/medium.jpeg,cc-by-nc,216839838,needs_id,40.2092908954,-3.7577121332,Non Invasive
lythrum_thymifolia_054.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/383530708/medium.jpeg,cc-by-nc,216839838,needs_id,40.2092908954,-3.7577121332,Non Invasive
lythrum_thymifolia_055.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/383530765/medium.jpeg,cc-by-nc,216839838,needs_id,40.2092908954,-3.7577121332,Non Invasive
lythrum_thymifolia_056.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/383529139/medium.jpeg,cc-by-nc,216838890,needs_id,40.2003952223,-3.7632673234,Non Invasive
lythrum_thymifolia_057.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/383529227/medium.jpeg,cc-by-nc,216838890,needs_id,40.2003952223,-3.7632673234,Non Invasive
lythrum_thymifolia_058.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/383529320/medium.jpeg,cc-by-nc,216838890,needs_id,40.2003952223,-3.7632673234,Non Invasive
lythrum_thymifolia_059.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382902978/medium.jpeg,cc-by-nc,216500217,research,40.2097451221,-3.773823157,Non Invasive
lythrum_thymifolia_060.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382903003/medium.jpeg,cc-by-nc,216500217,research,40.2097451221,-3.773823157,Non Invasive
lythrum_thymifolia_061.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382903027/medium.jpeg,cc-by-nc,216500217,research,40.2097451221,-3.773823157,Non Invasive
lythrum_thymifolia_062.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/382903063/medium.jpeg,cc-by-nc,216500217,research,40.2097451221,-3.773823157,Non Invasive
lythrum_thymifolia_063.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/367648936/medium.jpeg,cc-by-nc,207871679,research,44.6407312999,33.75099313,Non Invasive
lythrum_thymifolia_064.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/367648935/medium.jpeg,cc-by-nc,207871679,research,44.6407312999,33.75099313,Non Invasive
lythrum_thymifolia_065.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/367649029/medium.jpeg,cc-by-nc,207871679,research,44.6407312999,33.75099313,Non Invasive
lythrum_thymifolia_066.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/367649020/medium.jpeg,cc-by-nc,207871679,research,44.6407312999,33.75099313,Non Invasive
lythrum_thymifolia_067.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/367649030/medium.jpeg,cc-by-nc,207871679,research,44.6407312999,33.75099313,Non Invasive
lythrum_thymifolia_068.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/367649078/medium.jpeg,cc-by-nc,207871679,research,44.6407312999,33.75099313,Non Invasive
lythrum_thymifolia_069.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/367649083/medium.jpeg,cc-by-nc,207871679,research,44.6407312999,33.75099313,Non Invasive
lythrum_thymifolia_070.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/363629605/medium.jpeg,cc-by-nc,205638707,research,44.538549416,33.8341115709,Non Invasive
lythrum_thymifolia_071.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/357903558/medium.jpeg,cc-by-nc,202651096,needs_id,44.64073579,33.75076946,Non Invasive
lythrum_thymifolia_072.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/357903568/medium.jpeg,cc-by-nc,202651096,needs_id,44.64073579,33.75076946,Non Invasive
lythrum_thymifolia_073.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/357903571/medium.jpeg,cc-by-nc,202651096,needs_id,44.64073579,33.75076946,Non Invasive
lythrum_thymifolia_074.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/357735940/medium.jpeg,cc-by-nc,202587887,needs_id,44.4916022,33.88767798,Non Invasive
lythrum_thymifolia_075.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/357736004/medium.jpeg,cc-by-nc,202587887,needs_id,44.4916022,33.88767798,Non Invasive
lythrum_thymifolia_076.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/357735961/medium.jpeg,cc-by-nc,202587887,needs_id,44.4916022,33.88767798,Non Invasive
lythrum_thymifolia_077.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/341594850/medium.jpeg,cc-by-nc,194346429,research,43.3585376063,3.3480300705,Non Invasive
lythrum_thymifolia_078.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/321683643/medium.jpeg,cc-by,184305803,research,51.8905961776,48.6670321191,Non Invasive
lythrum_thymifolia_079.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/321685269/medium.jpg,cc-by,184305803,research,51.8905961776,48.6670321191,Non Invasive
lythrum_thymifolia_080.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/321685200/medium.jpg,cc-by,184305803,research,51.8905961776,48.6670321191,Non Invasive
lythrum_thymifolia_081.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/321685241/medium.jpg,cc-by,184305803,research,51.8905961776,48.6670321191,Non Invasive
lythrum_thymifolia_082.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/321685218/medium.jpg,cc-by,184305803,research,51.8905961776,48.6670321191,Non Invasive
lythrum_thymifolia_083.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/313535464/medium.jpg,cc-by-nc,180035701,research,40.6875499718,-1.0794720132,Non Invasive
lythrum_thymifolia_084.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/313535875/medium.jpg,cc-by-nc,180035701,research,40.6875499718,-1.0794720132,Non Invasive
lythrum_thymifolia_085.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/313535972/medium.jpg,cc-by-nc,180035701,research,40.6875499718,-1.0794720132,Non Invasive
lythrum_thymifolia_086.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/312957582/medium.jpeg,cc-by-nc,179741337,research,43.7526920595,15.7598928884,Non Invasive
lythrum_thymifolia_087.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/312957603/medium.jpeg,cc-by-nc,179741337,research,43.7526920595,15.7598928884,Non Invasive
lythrum_thymifolia_088.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/312957653/medium.jpeg,cc-by-nc,179741337,research,43.7526920595,15.7598928884,Non Invasive
lythrum_thymifolia_089.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/312957550/medium.jpeg,cc-by-nc,179741337,research,43.7526920595,15.7598928884,Non Invasive
lythrum_thymifolia_090.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/312258449/medium.jpeg,cc-by-nc,179370177,research,43.7181187862,15.8704579499,Non Invasive
lythrum_thymifolia_091.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/312259112/medium.jpeg,cc-by-nc,179370177,research,43.7181187862,15.8704579499,Non Invasive
lythrum_thymifolia_092.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/290170228/medium.jpg,cc-by-nc,167498765,research,41.2757085734,-4.6981512134,Non Invasive
