filename,url,license_code,observation_id,quality_grade,latitude,longitude,label
lythrum_acutangulum_001.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/509632438/medium.jpg,cc-by-nc,283614511,needs_id,36.2413173,-5.8863394,native
lythrum_acutangulum_002.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/421504563/medium.jpeg,cc-by-nc,236884755,needs_id,40.2106725135,-3.7743542343,native
lythrum_acutangulum_003.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/421504581/medium.jpeg,cc-by-nc,236884755,needs_id,40.2106725135,-3.7743542343,native
lythrum_acutangulum_004.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/421504612/medium.jpeg,cc-by-nc,236884755,needs_id,40.2106725135,-3.7743542343,native
lythrum_acutangulum_005.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/421504641/medium.jpeg,cc-by-nc,236884755,needs_id,40.2106725135,-3.7743542343,native
lythrum_acutangulum_006.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/421132426/medium.jpeg,cc-by-nc,236694939,needs_id,40.2120692096,-3.7528710812,native
lythrum_acutangulum_007.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/421132442/medium.jpeg,cc-by-nc,236694939,needs_id,40.2120692096,-3.7528710812,native
lythrum_acutangulum_008.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/421132458/medium.jpeg,cc-by-nc,236694939,needs_id,40.2120692096,-3.7528710812,native
lythrum_acutangulum_009.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/421132471/medium.jpeg,cc-by-nc,236694939,needs_id,40.2120692096,-3.7528710812,native
lythrum_acutangulum_010.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/421132479/medium.jpeg,cc-by-nc,236694939,needs_id,40.2120692096,-3.7528710812,native
lythrum_acutangulum_011.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/421132500/medium.jpeg,cc-by-nc,236694939,needs_id,40.2120692096,-3.7528710812,native
lythrum_acutangulum_012.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/421134388/medium.jpeg,cc-by-nc,236694939,needs_id,40.2120692096,-3.7528710812,native
lythrum_acutangulum_013.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/418219980/medium.jpeg,cc-by-nc,235185752,needs_id,40.2030883735,-3.7503994256,native
lythrum_acutangulum_014.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/418220086/medium.jpeg,cc-by-nc,235185752,needs_id,40.2030883735,-3.7503994256,native
lythrum_acutangulum_015.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/418220218/medium.jpeg,cc-by-nc,235185752,needs_id,40.2030883735,-3.7503994256,native
lythrum_acutangulum_016.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/418220300/medium.jpeg,cc-by-nc,235185752,needs_id,40.2030883735,-3.7503994256,native
lythrum_acutangulum_017.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/408268714/medium.jpeg,cc-by-nc,229967506,needs_id,40.2542495556,-3.7659849722,native
lythrum_acutangulum_018.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/408268739/medium.jpeg,cc-by-nc,229967506,needs_id,40.2542495556,-3.7659849722,native
lythrum_acutangulum_019.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/408261352/medium.jpeg,cc-by-nc,229964222,needs_id,40.203184,-3.750127,native
lythrum_acutangulum_020.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/408261387/medium.jpeg,cc-by-nc,229964222,needs_id,40.203184,-3.750127,native
lythrum_acutangulum_021.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/408261421/medium.jpeg,cc-by-nc,229964222,needs_id,40.203184,-3.750127,native
lythrum_acutangulum_022.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/408261471/medium.jpeg,cc-by-nc,229964222,needs_id,40.203184,-3.750127,native
lythrum_acutangulum_023.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/408261517/medium.jpeg,cc-by-nc,229964222,needs_id,40.203184,-3.750127,native
lythrum_acutangulum_024.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/408261565/medium.jpeg,cc-by-nc,229964222,needs_id,40.203184,-3.750127,native
