filename,url,license_code,observation_id,quality_grade,latitude,longitude,label
lythrum_junceum_001.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/523333255/medium.jpg,cc-by-nc,290888327,needs_id,41.9610479,12.4432525,native
lythrum_junceum_002.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/522976367/medium.jpg,cc-by-nc,290702209,needs_id,35.3586540222,24.4226837158,native
lythrum_junceum_003.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/522521209/medium.jpg,cc-by-nc,290459654,needs_id,36.2005000633,-5.4070702233,native
lythrum_junceum_004.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/522101473/medium.jpg,cc-by-nc,290241839,research,36.98707,-2.847455,native
lythrum_junceum_005.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/522101468/medium.jpg,cc-by-nc,290241839,research,36.98707,-2.847455,native
lythrum_junceum_006.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/522101461/medium.jpg,cc-by-nc,290241839,research,36.98707,-2.847455,native
lythrum_junceum_007.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/522008853/medium.jpg,cc-by-nc,290191449,needs_id,43.4725093665,-3.8250027224,native
lythrum_junceum_008.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/522008895/medium.jpg,cc-by-nc,290191449,needs_id,43.4725093665,-3.8250027224,native
lythrum_junceum_009.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/522008943/medium.jpg,cc-by-nc,290191449,needs_id,43.4725093665,-3.8250027224,native
lythrum_junceum_010.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/522008999/medium.jpg,cc-by-nc,290191449,needs_id,43.4725093665,-3.8250027224,native
lythrum_junceum_011.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/522009077/medium.jpg,cc-by-nc,290191449,needs_id,43.4725093665,-3.8250027224,native
lythrum_junceum_012.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/521477460/medium.jpg,cc-by-nc,289912519,needs_id,41.3950833,-8.5510348,native
lythrum_junceum_013.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/521477529/medium.jpg,cc-by-nc,289912519,needs_id,41.3950833,-8.5510348,native
lythrum_junceum_014.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/521351076/medium.jpg,cc-by-nc,289846577,research,43.3512400833,-8.2014994,native
