filename,url,license_code,observation_id,quality_grade,latitude,longitude,label
lythrum_curtissii_001.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/130451504/medium.jpg,cc-by-nc,79634268,casual,29.8430676,-84.6950154,native
lythrum_curtissii_002.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/130451442/medium.jpg,cc-by-nc,79634265,casual,29.8430676,-84.6950154,native
lythrum_curtissii_003.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/89142149/medium.jpeg,cc-by-nc,55963391,research,29.8099166667,-81.5006555556,native
lythrum_curtissii_004.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/89142138/medium.jpeg,cc-by-nc,55963391,research,29.8099166667,-81.5006555556,native
lythrum_curtissii_005.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/89142153/medium.jpeg,cc-by-nc,55963391,research,29.8099166667,-81.5006555556,native
lythrum_curtissii_006.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/89142758/medium.jpeg,cc-by-nc,55963391,research,29.8099166667,-81.5006555556,native
lythrum_curtissii_007.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/89142317/medium.jpeg,cc-by-nc,55963391,research,29.8099166667,-81.5006555556,native
lythrum_curtissii_008.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/89142406/medium.jpeg,cc-by-nc,55963391,research,29.8099166667,-81.5006555556,native
lythrum_curtissii_009.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/89142466/medium.jpeg,cc-by-nc,55963391,research,29.8099166667,-81.5006555556,native
lythrum_curtissii_010.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/87740876/medium.jpg,cc-by-nc,55117194,research,29.9807453064,-84.7378193512,native
lythrum_curtissii_011.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/30219744/medium.jpeg,cc-by-nc,19627006,research,29.7788611111,-81.4959555556,native
lythrum_curtissii_012.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/30219748/medium.jpeg,cc-by-nc,19627006,research,29.7788611111,-81.4959555556,native
lythrum_curtissii_013.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/30219752/medium.jpeg,cc-by-nc,19627006,research,29.7788611111,-81.4959555556,native
lythrum_curtissii_014.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/30219754/medium.jpeg,cc-by-nc,19627006,research,29.7788611111,-81.4959555556,native
lythrum_curtissii_015.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/30219759/medium.jpeg,cc-by-nc,19627006,research,29.7788611111,-81.4959555556,native
